service_id,vehicle_id,service_date,service_type,service_cost,warranty_claim,dealer_region
36587,236,2025-05-07,Minor,12842,No,Mumbai
36588,1898,2025-08-09,Major,15873,Yes,Bangalore
36589,1271,2024-07-25,Minor,8248,No,Chennai
36590,1169,2024-12-30,Major,16873,No,Mumbai
36591,1250,2024-04-04,Major,13863,No,Delhi
36592,1730,2025-10-18,Major,12122,Yes,Hyderabad
36593,1252,2024-04-24,Repair,14290,Yes,Chennai
36594,793,2023-11-12,Repair,11432,Yes,Hyderabad
36595,97,2023-09-17,Minor,10629,Yes,Delhi
36596,259,2024-11-24,Repair,8195,Yes,Bangalore
36597,1305,2025-08-25,Major,13180,Yes,Delhi
36598,1826,2023-09-08,Major,16278,Yes,Chennai
36599,383,2025-04-21,Repair,11510,No,Bangalore
36600,398,2025-10-23,Major,12571,Yes,Delhi
36601,1850,2024-08-15,Repair,12853,No,Chennai
36602,1671,2025-06-16,Minor,6517,Yes,Bangalore
36603,1035,2025-07-05,Minor,10512,Yes,Mumbai
36604,124,2023-04-05,Repair,7811,No,Bangalore
36605,1761,2023-04-12,Repair,10127,Yes,Bangalore
36606,73,2024-06-30,Major,12650,No,Hyderabad
36607,1538,2024-08-02,Minor,9221,Yes,Bangalore
36608,948,2023-10-28,Major,12517,No,Delhi
36609,1760,2024-09-14,Minor,10244,Yes,Delhi
36610,1779,2026-01-19,Repair,10153,No,Mumbai
36611,906,2024-07-17,Repair,8420,No,Hyderabad
36612,1358,2023-03-30,Minor,8355,No,Chennai
36613,1814,2025-12-15,Repair,10117,Yes,Bangalore
36614,1224,2023-11-18,Repair,12469,No,Mumbai
36615,829,2024-11-26,Minor,9893,Yes,Mumbai
36616,912,2024-10-25,Major,16504,No,Bangalore
36617,515,2024-11-27,Repair,10522,Yes,Delhi
36618,1574,2025-07-29,Major,17174,No,Bangalore
36619,1091,2025-06-12,Minor,8010,Yes,Chennai
36620,673,2023-12-12,Repair,13676,No,Mumbai
36621,1925,2025-06-03,Repair,12802,Yes,Delhi
36622,552,2024-06-14,Repair,11105,No,Hyderabad
36623,1242,2024-12-10,Repair,13385,Yes,Chennai
36624,1223,2025-11-28,Major,18373,Yes,Delhi
36625,1836,2025-03-13,Minor,5356,Yes,Bangalore
36626,425,2023-09-08,Major,15263,Yes,Chennai
36627,277,2025-01-14,Minor,11538,Yes,Chennai
36628,1953,2025-11-27,Major,16480,No,Chennai
36629,7,2024-12-14,Major,12589,No,Chennai
36630,600,2024-01-02,Repair,10726,Yes,Chennai
36631,1747,2023-05-31,Major,14866,No,Delhi
36632,455,2023-12-12,Major,18364,No,Chennai
36633,1157,2024-05-16,Major,19369,Yes,Hyderabad
36634,78,2024-01-29,Repair,12328,Yes,Chennai
36635,1704,2025-03-15,Major,19404,Yes,Delhi
36636,620,2023-07-02,Minor,9644,Yes,Hyderabad
36637,323,2025-10-08,Major,15386,Yes,Delhi
36638,449,2026-01-13,Minor,9694,No,Delhi
36639,665,2024-11-02,Minor,5354,Yes,Hyderabad
36640,659,2023-03-31,Minor,6592,Yes,Hyderabad
36641,1120,2025-06-09,Repair,15269,No,Chennai
36642,1588,2025-08-02,Repair,10233,Yes,Chennai
36643,861,2023-05-16,Repair,10670,Yes,Bangalore
36644,1865,2025-12-21,Minor,9824,Yes,Hyderabad
36645,844,2024-05-26,Repair,12659,No,Chennai
36646,227,2024-02-04,Major,17682,No,Bangalore
36647,1355,2025-02-24,Major,15165,Yes,Hyderabad
36648,676,2023-03-12,Minor,12228,Yes,Delhi
36649,1729,2023-12-17,Minor,4865,No,Delhi
36650,1180,2023-05-29,Major,14327,No,Chennai
36651,582,2024-10-11,Repair,8876,Yes,Delhi
36652,1613,2024-05-24,Minor,11019,Yes,Mumbai
36653,482,2024-08-04,Minor,8235,Yes,Chennai
36654,919,2024-07-22,Minor,5456,Yes,Mumbai
36655,1342,2023-06-29,Repair,14761,Yes,Bangalore
36656,301,2025-02-21,Major,16152,No,Chennai
36657,1974,2024-07-25,Minor,9020,Yes,Bangalore
36658,931,2023-05-28,Major,17703,Yes,Chennai
36659,290,2024-05-11,Major,13598,Yes,Bangalore
36660,456,2024-10-09,Repair,13615,Yes,Bangalore
36661,1661,2023-10-25,Repair,12763,No,Delhi
36662,29,2024-12-23,Repair,9469,Yes,Delhi
36663,612,2024-09-05,Repair,12576,No,Bangalore
36664,735,2025-08-09,Major,16625,Yes,Delhi
36665,1530,2025-01-30,Repair,12330,Yes,Hyderabad
36666,389,2024-01-04,Repair,11844,No,Chennai
36667,1810,2024-02-20,Repair,11530,No,Bangalore
36668,376,2023-10-25,Repair,14475,Yes,Mumbai
36669,1236,2026-02-01,Major,12020,No,Chennai
36670,1458,2024-09-04,Repair,7874,Yes,Bangalore
36671,953,2023-03-28,Repair,11278,Yes,Bangalore
36672,1890,2025-07-12,Repair,12636,No,Bangalore
36673,1822,2023-07-03,Major,16110,No,Mumbai
36674,553,2024-02-29,Major,14429,No,Chennai
36675,339,2023-03-22,Repair,12750,No,Hyderabad
36676,1575,2025-09-30,Repair,10854,No,Delhi
36677,473,2024-07-03,Major,13305,Yes,Hyderabad
36678,878,2023-09-17,Major,14562,Yes,Chennai
36679,1981,2024-02-04,Minor,7627,No,Delhi
36680,118,2023-09-13,Major,13484,No,Mumbai
36681,1437,2023-12-10,Repair,11537,No,Delhi
36682,1650,2023-04-10,Major,13974,Yes,Chennai
36683,1889,2024-01-13,Minor,9823,Yes,Delhi
36684,1408,2024-01-09,Major,15646,Yes,Chennai
36685,1323,2025-11-02,Minor,8077,Yes,Hyderabad
36686,1340,2025-06-13,Major,17239,Yes,Mumbai
36687,1728,2025-05-16,Minor,4907,No,Hyderabad
36688,1483,2023-05-17,Major,12439,No,Mumbai
36689,1498,2023-02-23,Minor,10737,Yes,Delhi
36690,1928,2023-11-26,Repair,11481,No,Delhi
36691,1032,2025-06-16,Repair,15762,No,Delhi
36692,773,2023-07-20,Minor,10242,No,Delhi
36693,635,2024-01-12,Repair,13728,No,Delhi
36694,698,2024-11-01,Major,17268,No,Delhi
36695,452,2024-04-09,Minor,8165,Yes,Hyderabad
36696,475,2024-06-10,Repair,12531,Yes,Delhi
36697,1349,2024-08-19,Minor,8596,No,Hyderabad
36698,1358,2024-12-17,Minor,8225,Yes,Hyderabad
36699,1651,2023-05-31,Repair,10848,No,Delhi
36700,1762,2023-04-20,Major,15745,Yes,Chennai
36701,120,2025-10-08,Minor,7962,No,Bangalore
36702,1742,2024-01-20,Minor,5737,Yes,Bangalore
36703,1658,2025-09-27,Major,14926,No,Hyderabad
36704,645,2024-08-27,Major,11592,Yes,Mumbai
36705,1806,2025-03-14,Minor,7583,Yes,Delhi
36706,1746,2025-04-06,Minor,12346,Yes,Mumbai
36707,286,2024-02-19,Repair,10197,No,Delhi
36708,376,2024-02-17,Minor,10502,Yes,Chennai
36709,1373,2025-09-28,Minor,9905,No,Delhi
36710,575,2023-11-29,Minor,10205,Yes,Hyderabad
36711,1841,2026-01-05,Major,15492,Yes,Bangalore
36712,142,2025-08-26,Major,14863,No,Mumbai
36713,1532,2024-03-25,Major,17398,No,Delhi
36714,342,2025-02-28,Major,12675,No,Bangalore
36715,1465,2025-07-26,Major,16949,Yes,Bangalore
36716,1944,2025-06-21,Repair,11773,Yes,Hyderabad
36717,1009,2023-03-20,Major,13580,Yes,Bangalore
36718,1536,2026-02-20,Minor,6000,Yes,Chennai
36719,480,2023-07-10,Repair,10489,No,Mumbai
36720,1567,2024-05-01,Repair,10226,No,Chennai
36721,113,2024-08-22,Repair,11906,No,Hyderabad
36722,640,2024-05-03,Repair,11876,Yes,Delhi
36723,1010,2024-02-08,Repair,12786,Yes,Bangalore
36724,1245,2025-05-28,Repair,12803,No,Hyderabad
36725,1801,2023-05-30,Major,14068,Yes,Mumbai
36726,249,2024-04-01,Minor,8613,No,Delhi
36727,321,2024-08-01,Repair,11714,Yes,Hyderabad
36728,479,2023-04-15,Repair,9286,Yes,Hyderabad
36729,1914,2023-10-26,Repair,13458,Yes,Delhi
36730,355,2025-09-15,Minor,5520,Yes,Delhi
36731,1144,2025-03-02,Minor,9342,Yes,Mumbai
36732,1932,2026-02-06,Repair,11750,Yes,Chennai
36733,1264,2025-12-07,Minor,10653,No,Chennai
36734,890,2025-01-26,Major,12777,No,Bangalore
36735,1695,2023-10-11,Minor,8255,Yes,Chennai
36736,1703,2025-05-21,Minor,7537,Yes,Hyderabad
36737,990,2024-06-24,Repair,11961,No,Hyderabad
36738,611,2024-09-12,Repair,12454,No,Delhi
36739,1606,2025-04-19,Minor,10356,Yes,Chennai
36740,918,2024-01-15,Minor,5706,No,Hyderabad
36741,149,2025-01-24,Repair,12351,Yes,Mumbai
36742,84,2023-05-05,Repair,9539,Yes,Bangalore
36743,169,2025-05-13,Repair,11899,Yes,Bangalore
36744,571,2024-03-18,Minor,10323,No,Mumbai
36745,579,2023-06-15,Repair,11221,Yes,Chennai
36746,1030,2025-10-13,Minor,6774,Yes,Mumbai
36747,1258,2025-03-25,Repair,9058,Yes,Mumbai
36748,314,2024-07-20,Minor,7374,Yes,Chennai
36749,1244,2023-11-15,Repair,14604,Yes,Delhi
36750,476,2025-09-24,Major,15934,Yes,Hyderabad
36751,959,2024-06-13,Minor,10884,Yes,Mumbai
36752,886,2025-04-13,Repair,13894,No,Delhi
36753,1946,2024-06-09,Major,16474,No,Delhi
36754,1837,2025-05-24,Minor,9002,No,Hyderabad
36755,544,2024-09-03,Repair,13058,No,Mumbai
36756,1845,2025-07-04,Repair,8215,Yes,Bangalore
36757,1299,2025-04-22,Minor,6284,No,Delhi
36758,100,2025-06-05,Minor,8250,No,Bangalore
36759,555,2025-07-08,Major,17104,No,Chennai
36760,1587,2025-08-14,Repair,8205,Yes,Chennai
36761,1515,2025-08-30,Major,11819,Yes,Hyderabad
36762,410,2024-05-07,Minor,7685,Yes,Chennai
36763,826,2023-10-14,Major,15973,No,Mumbai
36764,905,2025-07-24,Major,12726,No,Bangalore
36765,1883,2025-12-05,Minor,8894,No,Mumbai
36766,348,2023-11-07,Minor,7649,No,Mumbai
36767,55,2023-09-04,Major,14883,No,Mumbai
36768,456,2025-10-29,Repair,14037,Yes,Delhi
36769,1027,2025-06-30,Major,12754,No,Chennai
36770,1776,2025-01-27,Major,13931,No,Mumbai
36771,1374,2025-04-15,Major,16213,Yes,Hyderabad
36772,1707,2023-12-23,Repair,9075,No,Chennai
36773,1408,2024-06-04,Major,16334,Yes,Delhi
36774,294,2025-10-05,Major,12883,No,Bangalore
36775,1944,2023-06-18,Major,15162,No,Bangalore
36776,124,2024-04-03,Major,12055,No,Hyderabad
36777,243,2023-03-11,Major,14607,No,Delhi
36778,1727,2023-02-26,Minor,7313,Yes,Bangalore
36779,510,2023-11-07,Major,15400,No,Delhi
36780,1469,2025-07-13,Major,17306,Yes,Hyderabad
36781,1611,2024-08-07,Major,12789,No,Chennai
36782,1234,2024-02-16,Repair,11372,No,Bangalore
36783,1032,2023-06-23,Major,19898,Yes,Hyderabad
36784,1469,2023-02-28,Repair,12841,No,Bangalore
36785,1786,2024-09-21,Minor,7932,No,Hyderabad
36786,760,2023-11-23,Minor,7312,Yes,Delhi
36787,520,2023-03-10,Minor,8929,No,Bangalore
36788,964,2024-05-17,Minor,7987,No,Mumbai
36789,65,2024-04-09,Repair,14337,Yes,Mumbai
36790,308,2024-04-27,Repair,10908,No,Chennai
36791,933,2023-04-12,Major,16900,No,Chennai
36792,1135,2024-08-21,Minor,9002,No,Hyderabad
36793,1952,2023-11-15,Major,16278,No,Hyderabad
36794,1483,2025-12-09,Repair,8047,No,Chennai
36795,1754,2025-11-26,Minor,11990,No,Chennai
36796,1045,2024-07-24,Repair,9846,Yes,Hyderabad
36797,1757,2025-10-18,Minor,7545,No,Delhi
36798,1007,2024-03-30,Minor,7138,Yes,Bangalore
36799,357,2024-04-25,Repair,10480,No,Mumbai
36800,1742,2023-05-07,Repair,9343,No,Delhi
36801,364,2023-06-13,Repair,11412,No,Chennai
36802,1249,2025-10-08,Repair,7988,No,Chennai
36803,1318,2025-09-24,Major,17607,Yes,Chennai
36804,1556,2024-10-25,Minor,7699,Yes,Chennai
36805,393,2023-05-27,Minor,8286,No,Chennai
36806,714,2024-12-27,Repair,10169,Yes,Mumbai
36807,636,2024-02-20,Major,16917,No,Delhi
36808,688,2025-01-13,Minor,5824,No,Bangalore
36809,1886,2025-01-22,Repair,12564,No,Delhi
36810,1780,2024-10-02,Repair,15991,No,Bangalore
36811,934,2024-07-18,Minor,6606,No,Delhi
36812,813,2024-03-27,Major,15194,No,Delhi
36813,1647,2024-04-24,Minor,7069,No,Hyderabad
36814,103,2025-03-21,Major,18493,Yes,Delhi
36815,1058,2023-12-07,Major,15320,No,Delhi
36816,1755,2024-09-06,Major,17420,No,Mumbai
36817,254,2025-08-15,Minor,9146,Yes,Delhi
36818,741,2024-04-23,Major,14860,No,Chennai
36819,367,2025-04-13,Repair,13652,Yes,Mumbai
36820,257,2023-11-17,Minor,6420,No,Bangalore
36821,1577,2025-02-05,Major,19379,No,Chennai
36822,422,2024-11-13,Minor,6340,No,Hyderabad
36823,1948,2023-08-09,Minor,9057,No,Hyderabad
36824,134,2024-07-10,Repair,10356,No,Chennai
36825,287,2023-08-26,Minor,9501,No,Hyderabad
36826,1584,2025-06-01,Minor,9414,Yes,Hyderabad
36827,1971,2025-08-05,Minor,5583,No,Bangalore
36828,1877,2024-10-02,Repair,10209,Yes,Bangalore
36829,1291,2024-03-18,Repair,11855,Yes,Mumbai
36830,19,2024-06-22,Minor,5620,Yes,Mumbai
36831,781,2024-08-28,Minor,5955,No,Mumbai
36832,480,2023-11-22,Major,13832,No,Hyderabad
36833,1145,2024-06-18,Minor,7429,No,Bangalore
36834,761,2024-07-24,Major,17018,Yes,Mumbai
36835,1649,2025-03-12,Minor,9796,No,Hyderabad
36836,116,2023-02-28,Repair,12533,Yes,Chennai
36837,220,2023-08-11,Minor,4747,No,Mumbai
36838,169,2024-12-08,Repair,12037,Yes,Bangalore
36839,477,2023-03-10,Repair,10008,No,Delhi
36840,646,2023-06-13,Minor,7842,Yes,Hyderabad
36841,1916,2024-07-03,Major,13720,No,Bangalore
36842,1399,2025-08-17,Major,17642,Yes,Delhi
36843,1986,2023-08-30,Repair,13308,Yes,Delhi
36844,1385,2023-06-20,Minor,5884,No,Mumbai
36845,1442,2025-01-23,Repair,8014,Yes,Bangalore
36846,448,2023-06-01,Repair,13811,No,Chennai
36847,994,2024-03-02,Minor,7009,Yes,Mumbai
36848,441,2024-03-26,Major,18129,Yes,Delhi
36849,73,2026-02-22,Major,12440,Yes,Chennai
36850,1781,2024-11-28,Repair,12095,No,Delhi
36851,1070,2023-05-12,Repair,8954,No,Bangalore
36852,1222,2024-04-02,Major,12698,Yes,Bangalore
36853,625,2023-06-05,Minor,7248,Yes,Delhi
36854,1547,2024-11-10,Minor,12123,No,Bangalore
36855,942,2023-03-24,Minor,9234,No,Chennai
36856,1967,2025-06-17,Major,15475,No,Hyderabad
36857,1057,2023-08-16,Minor,9586,No,Mumbai
36858,1797,2023-12-18,Major,17409,Yes,Mumbai
36859,768,2026-02-01,Minor,10197,No,Hyderabad
36860,691,2026-01-26,Major,11562,No,Bangalore
36861,171,2025-02-12,Major,14113,No,Delhi
36862,957,2024-10-09,Minor,7472,Yes,Hyderabad
36863,1860,2025-10-09,Repair,13669,No,Chennai
36864,209,2025-04-04,Minor,5064,No,Hyderabad
36865,391,2023-11-28,Major,17255,Yes,Bangalore
36866,1677,2024-08-06,Major,13734,No,Chennai
36867,941,2023-08-07,Minor,11348,Yes,Delhi
36868,1176,2024-06-29,Repair,10031,No,Mumbai
36869,1319,2026-02-07,Major,17889,Yes,Bangalore
36870,1346,2023-12-04,Minor,8605,No,Mumbai
36871,1938,2023-04-30,Major,12721,No,Hyderabad
36872,1648,2024-02-27,Major,16143,Yes,Chennai
36873,259,2024-11-14,Major,12170,Yes,Delhi
36874,549,2023-03-10,Minor,6959,No,Bangalore
36875,1682,2025-12-07,Minor,9210,No,Delhi
36876,1899,2026-02-09,Major,11581,Yes,Delhi
36877,1740,2023-08-09,Repair,15166,Yes,Hyderabad
36878,1048,2026-02-04,Major,14893,Yes,Chennai
36879,1482,2025-08-07,Minor,5628,No,Bangalore
36880,763,2023-02-28,Repair,13497,No,Delhi
36881,461,2023-04-18,Major,17900,No,Mumbai
36882,989,2023-07-12,Repair,8865,Yes,Chennai
36883,1065,2025-11-14,Major,16081,Yes,Delhi
36884,168,2025-01-21,Major,16650,No,Hyderabad
36885,868,2023-10-01,Major,15204,Yes,Delhi
36886,1154,2024-04-23,Repair,13092,Yes,Chennai
36887,158,2024-08-02,Repair,11182,No,Chennai
36888,1309,2023-11-10,Major,14695,Yes,Delhi
36889,1979,2023-12-11,Minor,12194,No,Chennai
36890,424,2023-08-02,Minor,6655,No,Hyderabad
36891,783,2025-01-25,Minor,7770,Yes,Delhi
36892,105,2025-08-27,Major,16295,Yes,Hyderabad
36893,1327,2024-05-26,Major,16192,Yes,Mumbai
36894,833,2025-08-31,Minor,7426,Yes,Chennai
36895,1187,2023-06-03,Minor,10702,No,Chennai
36896,417,2023-05-24,Major,19211,No,Bangalore
36897,697,2024-05-05,Repair,12233,No,Bangalore
36898,1804,2024-05-24,Minor,6455,Yes,Delhi
36899,375,2025-07-12,Repair,8572,Yes,Bangalore
36900,996,2024-09-27,Repair,11482,No,Delhi
36901,1192,2024-12-26,Minor,9940,Yes,Mumbai
36902,1082,2025-12-15,Repair,10408,Yes,Hyderabad
36903,1606,2024-05-26,Major,16643,No,Chennai
36904,1799,2025-05-20,Repair,7870,No,Delhi
36905,1498,2025-05-19,Minor,10194,No,Bangalore
36906,1272,2024-07-24,Repair,10944,No,Mumbai
36907,239,2026-01-30,Major,14307,No,Delhi
36908,1971,2025-08-25,Minor,6021,No,Delhi
36909,1807,2025-06-11,Repair,11465,Yes,Bangalore
36910,1486,2023-08-10,Minor,5203,No,Delhi
36911,1536,2025-06-20,Repair,9720,Yes,Bangalore
36912,84,2024-07-01,Repair,9933,No,Mumbai
36913,1904,2026-02-04,Repair,11777,Yes,Bangalore
36914,768,2023-11-04,Minor,10581,Yes,Hyderabad
36915,1991,2023-03-08,Minor,4873,Yes,Mumbai
36916,435,2024-10-05,Repair,7728,No,Chennai
36917,1046,2025-05-26,Repair,8807,No,Delhi
36918,1107,2025-08-03,Repair,8224,No,Mumbai
36919,726,2024-06-11,Major,19828,No,Hyderabad
36920,1494,2024-02-11,Minor,9447,Yes,Hyderabad
36921,1100,2025-10-21,Repair,7841,No,Hyderabad
36922,1863,2024-12-28,Major,17533,No,Bangalore
36923,392,2024-05-22,Major,18049,Yes,Bangalore
36924,207,2025-02-25,Minor,5716,No,Hyderabad
36925,703,2023-10-09,Major,14988,Yes,Mumbai
36926,773,2023-06-19,Minor,10667,No,Hyderabad
36927,382,2023-05-23,Major,15177,No,Chennai
36928,295,2024-05-27,Repair,15201,Yes,Delhi
36929,504,2025-06-04,Major,16824,No,Chennai
36930,388,2023-07-12,Minor,8900,No,Chennai
36931,642,2024-01-12,Major,16678,No,Mumbai
36932,313,2023-09-02,Repair,9755,Yes,Hyderabad
36933,717,2024-02-10,Repair,11041,Yes,Delhi
36934,947,2024-08-11,Repair,12292,No,Hyderabad
36935,1779,2023-12-30,Minor,7645,Yes,Mumbai
36936,1232,2024-07-07,Major,13780,No,Hyderabad
36937,711,2024-10-15,Major,12293,No,Delhi
36938,1717,2025-07-24,Major,18603,No,Hyderabad
36939,1509,2026-01-08,Repair,10457,Yes,Hyderabad
36940,487,2025-11-05,Minor,6311,Yes,Chennai
36941,1082,2024-04-26,Repair,10294,No,Chennai
36942,1427,2024-09-08,Minor,8132,Yes,Chennai
36943,1188,2024-04-23,Minor,5890,No,Delhi
36944,1773,2025-10-20,Repair,8682,No,Hyderabad
36945,565,2024-11-16,Minor,7191,Yes,Chennai
36946,664,2025-11-29,Repair,12383,Yes,Hyderabad
36947,645,2024-12-17,Minor,4864,Yes,Bangalore
36948,1250,2025-01-19,Minor,6817,Yes,Chennai
36949,1768,2025-01-15,Repair,13677,No,Mumbai
36950,128,2023-09-12,Major,16833,Yes,Mumbai
36951,662,2024-11-12,Minor,4823,No,Hyderabad
36952,245,2024-03-01,Repair,12936,No,Bangalore
36953,744,2024-11-12,Minor,6187,No,Bangalore
36954,326,2025-01-12,Minor,8421,Yes,Chennai
36955,1730,2026-02-02,Minor,5178,Yes,Bangalore
36956,78,2026-01-27,Major,16999,No,Delhi
36957,1257,2024-07-26,Minor,10543,No,Mumbai
36958,1566,2025-05-27,Minor,8713,Yes,Bangalore
36959,1705,2024-05-23,Repair,9323,No,Delhi
36960,303,2025-06-06,Minor,10415,Yes,Chennai
36961,1553,2023-08-05,Repair,10050,Yes,Bangalore
36962,1738,2024-04-22,Major,15318,Yes,Bangalore
36963,1169,2024-07-18,Major,17330,Yes,Hyderabad
36964,1541,2023-07-08,Repair,14813,Yes,Bangalore
36965,948,2023-09-06,Minor,5919,No,Mumbai
36966,335,2023-06-29,Minor,5493,Yes,Chennai
36967,1,2024-05-21,Minor,8466,Yes,Bangalore
36968,1019,2025-05-16,Minor,9783,Yes,Delhi
36969,1797,2024-05-08,Repair,12835,Yes,Delhi
36970,1686,2025-02-13,Repair,10116,No,Hyderabad
36971,1973,2025-08-15,Major,17151,Yes,Mumbai
36972,1035,2024-10-18,Minor,10075,Yes,Bangalore
36973,489,2025-02-04,Minor,7674,Yes,Hyderabad
36974,907,2023-03-15,Minor,11668,No,Chennai
36975,1727,2023-06-08,Repair,10541,Yes,Hyderabad
36976,945,2023-06-28,Major,16959,Yes,Hyderabad
36977,590,2023-12-06,Repair,9337,No,Mumbai
36978,1020,2023-07-28,Minor,9560,Yes,Hyderabad
36979,812,2024-09-07,Minor,11192,No,Mumbai
36980,1573,2024-11-18,Major,13389,Yes,Hyderabad
36981,1078,2025-09-22,Major,16136,Yes,Mumbai
36982,1979,2024-10-08,Repair,15488,Yes,Mumbai
36983,1463,2025-12-31,Repair,8566,Yes,Chennai
36984,648,2025-08-24,Repair,12791,Yes,Chennai
36985,153,2023-03-31,Minor,8876,No,Mumbai
36986,359,2024-01-04,Major,18620,Yes,Bangalore
36987,1982,2024-02-07,Major,18188,Yes,Hyderabad
36988,1156,2025-02-02,Major,13323,Yes,Chennai
36989,1792,2025-06-02,Repair,8918,No,Chennai
36990,848,2024-09-24,Minor,10257,Yes,Mumbai
36991,1507,2024-04-17,Major,17087,Yes,Chennai
36992,60,2025-12-13,Minor,10648,No,Hyderabad
36993,1584,2024-09-01,Minor,9330,No,Delhi
36994,615,2024-03-16,Major,19371,No,Chennai
36995,1599,2023-10-15,Major,14902,No,Bangalore
36996,1465,2025-02-22,Minor,9633,Yes,Delhi
36997,982,2025-03-16,Repair,11327,Yes,Bangalore
36998,499,2025-02-11,Major,13706,No,Chennai
36999,1975,2023-06-18,Major,16136,No,Delhi
37000,1271,2025-01-03,Minor,8334,No,Chennai
37001,1721,2025-11-12,Minor,10120,No,Chennai
37002,1565,2024-07-07,Repair,10633,Yes,Delhi
37003,1487,2024-01-14,Major,15248,Yes,Bangalore
37004,657,2023-05-25,Major,13487,Yes,Mumbai
37005,410,2024-10-08,Major,14986,No,Hyderabad
37006,905,2024-04-09,Major,13215,No,Bangalore
37007,1197,2024-01-29,Minor,8927,Yes,Mumbai
37008,729,2025-12-16,Repair,11417,No,Chennai
37009,412,2023-10-17,Minor,10215,No,Chennai
37010,1574,2023-07-03,Major,16745,Yes,Mumbai
37011,1776,2023-05-15,Minor,6721,Yes,Mumbai
37012,1050,2024-05-14,Minor,5507,Yes,Mumbai
37013,1546,2024-09-30,Major,17511,Yes,Bangalore
37014,17,2025-03-11,Major,12835,Yes,Delhi
37015,1222,2024-08-02,Repair,8289,Yes,Mumbai
37016,1371,2025-04-18,Repair,13131,Yes,Mumbai
37017,1265,2024-10-08,Minor,6148,Yes,Bangalore
37018,1902,2025-11-20,Repair,10208,Yes,Mumbai
37019,1127,2025-04-20,Repair,15869,No,Bangalore
37020,1474,2025-12-16,Repair,8920,Yes,Mumbai
37021,1676,2024-04-07,Repair,11266,Yes,Bangalore
37022,1613,2024-03-09,Repair,14300,No,Delhi
37023,793,2023-12-13,Major,15260,Yes,Hyderabad
37024,586,2023-08-20,Minor,5260,Yes,Mumbai
37025,134,2024-11-14,Minor,7794,Yes,Chennai
37026,404,2024-03-29,Minor,10087,No,Bangalore
37027,1478,2023-06-06,Minor,6542,Yes,Mumbai
37028,641,2025-10-09,Major,13111,No,Delhi
37029,1508,2023-12-28,Major,18089,No,Mumbai
37030,548,2024-05-09,Minor,6218,Yes,Mumbai
37031,142,2024-11-03,Repair,11375,Yes,Delhi
37032,1198,2023-08-21,Minor,7587,No,Delhi
37033,1495,2025-01-29,Minor,7209,No,Delhi
37034,1746,2024-06-30,Major,18796,No,Bangalore
37035,1712,2024-03-25,Repair,8229,No,Chennai
37036,1609,2023-06-11,Minor,9055,Yes,Bangalore
37037,574,2023-08-14,Major,15738,Yes,Hyderabad
37038,808,2023-07-14,Minor,12836,No,Hyderabad
37039,1607,2025-10-03,Repair,8847,No,Mumbai
37040,241,2024-02-10,Repair,13935,No,Hyderabad
37041,484,2025-06-27,Minor,5370,Yes,Chennai
37042,1313,2024-09-05,Major,16918,No,Chennai
37043,917,2026-02-06,Minor,9815,Yes,Delhi
37044,176,2026-01-23,Minor,10800,Yes,Mumbai
37045,132,2023-05-20,Minor,12310,No,Bangalore
37046,1009,2024-05-01,Major,13419,Yes,Chennai
37047,847,2025-10-12,Repair,13508,Yes,Chennai
37048,158,2024-12-13,Major,15314,No,Delhi
37049,1517,2023-10-24,Major,17185,Yes,Bangalore
37050,1220,2023-08-01,Major,16226,Yes,Delhi
37051,414,2023-08-29,Repair,10831,Yes,Chennai
37052,1076,2026-01-06,Minor,10613,Yes,Chennai
37053,460,2024-12-18,Repair,14654,No,Hyderabad
37054,991,2025-02-13,Repair,10477,No,Mumbai
37055,34,2024-06-04,Repair,12221,No,Hyderabad
37056,696,2025-11-19,Repair,7525,No,Hyderabad
37057,373,2024-09-22,Major,17569,No,Chennai
37058,649,2025-03-30,Major,14125,Yes,Chennai
37059,1067,2024-04-16,Major,14681,Yes,Hyderabad
37060,1618,2024-06-06,Major,13026,No,Delhi
37061,303,2025-03-17,Repair,12553,Yes,Hyderabad
37062,1735,2025-01-14,Major,13806,No,Chennai
37063,231,2023-10-28,Major,12937,Yes,Chennai
37064,1412,2024-12-27,Repair,13141,No,Delhi
37065,1721,2026-01-15,Minor,10163,No,Bangalore
37066,869,2024-11-20,Repair,14473,Yes,Hyderabad
37067,1173,2024-01-20,Minor,5760,No,Bangalore
37068,325,2023-07-23,Major,12885,Yes,Mumbai
37069,775,2023-10-07,Major,15091,No,Bangalore
37070,1727,2025-03-13,Minor,7225,No,Delhi
37071,302,2023-12-06,Major,15123,No,Bangalore
37072,1966,2026-01-18,Repair,9934,Yes,Delhi
37073,1269,2023-11-24,Repair,13230,Yes,Hyderabad
37074,706,2024-05-28,Repair,9739,Yes,Delhi
37075,594,2024-03-13,Minor,9946,Yes,Bangalore
37076,1936,2025-05-31,Major,16839,No,Bangalore
37077,341,2024-06-12,Repair,12806,Yes,Delhi
37078,1946,2024-07-01,Major,15614,No,Delhi
37079,843,2024-04-15,Repair,9480,No,Mumbai
37080,1473,2024-10-31,Minor,4726,Yes,Hyderabad
37081,701,2025-03-29,Repair,10829,No,Chennai
37082,1563,2024-06-24,Major,16016,No,Mumbai
37083,1146,2023-09-17,Minor,6315,Yes,Mumbai
37084,844,2024-07-08,Minor,10004,Yes,Hyderabad
37085,629,2023-10-10,Repair,8648,No,Mumbai
